"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","workerId","qualtricsId","assignmentId","hitId","iso_identifier","list_id","rotation_start","view_history","rt","response","response_unadjusted","stimulus","trial_kind","cur_block","cur_trial","total_trial_num","phase","rotation_adjustment","correct_response","start_value","slider_start","target_stimulus","slider_stimulus","responses","difference_unadjusted","diff_response","required_movement_unadjusted","abs_diff_response","exclude","image","number_responses","avg_words_per_response","percent_unique_words","percent_unique_lemmas","simpson_diversity","modal_agreement","modal_names","modal_response_agreement","modal_response","slider_stim_image","slider_stim_number_responses","slider_stim_avg_words_per_response","slider_stim_percent_unique_words","slider_stim_percent_unique_lemmas","slider_stim_simpson_diversity","slider_stim_modal_agreement","slider_stim_modal_names","slider_stim_modal_response_agreement","slider_stim_modal_response"
NA,"stimulus-image-roundslider-response-dynamic",33,218615,"0.0-33.0","p103011","A1F1TBDHPYAAXT","R_VL4XPVqeHRlxtvj","3S4AW7T80BJ0M26MAIZNBJSKCR94LO","30Y6N4AHYPXL2CMYIBSABF0Y3M1RDO",2020-07-14 18:23:01,1,0,NA,18499.3449999965,153,183,"images/blank_canvas.png","delayed",1,5,5,"response",330,160,60,90,"VCS_160.png","VCS_60.png",NA,-7,-7,-123,7,"n","VCS_160.png",38,1.39473684210526,0.547169811320755,0.547169811320755,0.0515239477503628,0.263157894736842,"vase",0.184210526315789,"vase","VCS_60.png",40,1.25,0.72,0.7,0.0489795918367347,0.275,"blob",0.275,"blob"
NA,"stimulus-image-roundslider-response-dynamic",38,230286,"0.0-38.0","p103011","A1F1TBDHPYAAXT","R_VL4XPVqeHRlxtvj","3S4AW7T80BJ0M26MAIZNBJSKCR94LO","30Y6N4AHYPXL2CMYIBSABF0Y3M1RDO",2020-07-14 18:23:01,1,0,NA,5162.74499999781,98,338,"images/blank_canvas.png","delayed",1,6,6,"response",120,100,210,90,"VCS_100.png","VCS_210.png",NA,-2,-2,-128,2,"n","VCS_100.png",38,1.47368421052632,0.785714285714286,0.75,0.0136363636363636,0.105263157894737,"bunny,rabbit",0.0789473684210526,"rabbit","VCS_210.png",40,1.325,0.547169811320755,0.547169811320755,0.129898403483309,0.475,"pentagon",0.35,"pentagon"
NA,"stimulus-image-roundslider-response-dynamic",43,239519,"0.0-43.0","p103011","A1F1TBDHPYAAXT","R_VL4XPVqeHRlxtvj","3S4AW7T80BJ0M26MAIZNBJSKCR94LO","30Y6N4AHYPXL2CMYIBSABF0Y3M1RDO",2020-07-14 18:23:01,1,0,NA,3998.85500000164,191,341,"images/blank_canvas.png","delayed",1,7,7,"response",210,190,300,90,"VCS_190.png","VCS_300.png",NA,1,1,-41,1,"n","VCS_190.png",38,1.44736842105263,0.690909090909091,0.690909090909091,0.0168350168350168,0.105263157894737,"shield,badge",0.105263157894737,"shield","VCS_300.png",40,1.55,0.451612903225806,0.451612903225806,0.116340560549974,0.5,"star",0.25,"star"
NA,"stimulus-image-roundslider-response-dynamic",48,256471,"0.0-48.0","p103011","A1F1TBDHPYAAXT","R_VL4XPVqeHRlxtvj","3S4AW7T80BJ0M26MAIZNBJSKCR94LO","30Y6N4AHYPXL2CMYIBSABF0Y3M1RDO",2020-07-14 18:23:01,1,0,NA,11781.0750000026,235,55,"images/blank_canvas.png","delayed",1,8,8,"response",180,250,270,90,"VCS_250.png","VCS_270.png",NA,-15,-15,215,15,"n","VCS_250.png",38,1.71052631578947,0.461538461538462,0.430769230769231,0.124038461538462,0.578947368421053,"star",0.184210526315789,"star","VCS_270.png",40,1.55,0.467741935483871,0.451612903225806,0.132734003172924,0.55,"star",0.225,"star"
NA,"stimulus-image-roundslider-response-dynamic",53,282126,"0.0-53.0","p103011","A1F1TBDHPYAAXT","R_VL4XPVqeHRlxtvj","3S4AW7T80BJ0M26MAIZNBJSKCR94LO","30Y6N4AHYPXL2CMYIBSABF0Y3M1RDO",2020-07-14 18:23:01,1,0,NA,19918.4550000028,153,279,"images/blank_canvas.png","delayed",1,9,9,"response",234,130,324,90,"VCS_130.png","VCS_324.png",NA,23,23,45,23,"n","VCS_130.png",37,1.51351351351351,0.714285714285714,0.714285714285714,0.0168831168831169,0.135135135135135,"face",0.0540540540540541,"vest,shirt,bunny,dog.face,vase",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"stimulus-image-roundslider-response-dynamic",58,297192,"0.0-58.0","p103011","A1F1TBDHPYAAXT","R_VL4XPVqeHRlxtvj","3S4AW7T80BJ0M26MAIZNBJSKCR94LO","30Y6N4AHYPXL2CMYIBSABF0Y3M1RDO",2020-07-14 18:23:01,1,0,NA,8854.20500000322,288,174,"images/blank_canvas.png","delayed",1,10,10,"response",114,280,204,90,"VCS_280.png","VCS_204.png",NA,8,8,30,8,"n","VCS_280.png",38,1.55263157894737,0.423728813559322,0.406779661016949,0.147282291057861,0.578947368421053,"star",0.236842105263158,"star",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"stimulus-image-roundslider-response-dynamic",63,310087,"0.0-63.0","p103011","A1F1TBDHPYAAXT","R_VL4XPVqeHRlxtvj","3S4AW7T80BJ0M26MAIZNBJSKCR94LO","30Y6N4AHYPXL2CMYIBSABF0Y3M1RDO",2020-07-14 18:23:01,1,0,NA,6972.09000000288,36,306,"images/blank_canvas.png","delayed",1,11,11,"response",90,40,180,90,"VCS_40.png","VCS_180.png",NA,-4,-4,-126,4,"n","VCS_40.png",38,1.60526315789474,0.639344262295082,0.622950819672131,0.0349726775956284,0.236842105263158,"x",0.0789473684210526,"cross","VCS_180.png",40,1.4,0.660714285714286,0.660714285714286,0.024025974025974,0.15,"bread",0.075,"bread.slice,vase,bread"
NA,"stimulus-image-roundslider-response-dynamic",68,321839,"0.0-68.0","p103011","A1F1TBDHPYAAXT","R_VL4XPVqeHRlxtvj","3S4AW7T80BJ0M26MAIZNBJSKCR94LO","30Y6N4AHYPXL2CMYIBSABF0Y3M1RDO",2020-07-14 18:23:01,1,0,NA,6306.28000000067,15,39,"images/blank_canvas.png","delayed",1,12,12,"response",336,10,66,90,"VCS_10.png","VCS_66.png",NA,5,5,27,5,"n","VCS_10.png",38,1.52631578947368,0.448275862068966,0.431034482758621,0.160919540229885,0.605263157894737,"star",0.315789473684211,"star",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"stimulus-image-roundslider-response-dynamic",73,332663,"0.0-73.0","p103011","A1F1TBDHPYAAXT","R_VL4XPVqeHRlxtvj","3S4AW7T80BJ0M26MAIZNBJSKCR94LO","30Y6N4AHYPXL2CMYIBSABF0Y3M1RDO",2020-07-14 18:23:01,1,0,NA,3898.83499999996,10,52,"images/blank_canvas.png","delayed",2,1,13,"response",318,10,48,90,"VCS_10.png","VCS_48.png",NA,0,0,-4,0,"n","VCS_10.png",38,1.52631578947368,0.448275862068966,0.431034482758621,0.160919540229885,0.605263157894737,"star",0.315789473684211,"star",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"stimulus-image-roundslider-response-dynamic",78,346749,"0.0-78.0","p103011","A1F1TBDHPYAAXT","R_VL4XPVqeHRlxtvj","3S4AW7T80BJ0M26MAIZNBJSKCR94LO","30Y6N4AHYPXL2CMYIBSABF0Y3M1RDO",2020-07-14 18:23:01,1,0,NA,9072.86499999824,85,217,"images/blank_canvas.png","delayed",2,2,14,"response",228,70,318,90,"VCS_70.png","VCS_318.png",NA,15,15,101,15,"n","VCS_70.png",38,1.36842105263158,0.730769230769231,0.730769230769231,0.0211161387631976,0.157894736842105,"x",0.105263157894737,"blob",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"stimulus-image-roundslider-response-dynamic",83,359966,"0.0-83.0","p103011","A1F1TBDHPYAAXT","R_VL4XPVqeHRlxtvj","3S4AW7T80BJ0M26MAIZNBJSKCR94LO","30Y6N4AHYPXL2CMYIBSABF0Y3M1RDO",2020-07-14 18:23:01,1,0,NA,7944.67000000074,86,200,"images/blank_canvas.png","delayed",2,3,15,"response",246,100,336,90,"VCS_100.png","VCS_336.png",NA,-14,-14,136,14,"n","VCS_100.png",38,1.47368421052632,0.785714285714286,0.75,0.0136363636363636,0.105263157894737,"bunny,rabbit",0.0789473684210526,"rabbit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"stimulus-image-roundslider-response-dynamic",88,374103,"0.0-88.0","p103011","A1F1TBDHPYAAXT","R_VL4XPVqeHRlxtvj","3S4AW7T80BJ0M26MAIZNBJSKCR94LO","30Y6N4AHYPXL2CMYIBSABF0Y3M1RDO",2020-07-14 18:23:01,1,0,NA,9181.56500000262,34,250,"images/blank_canvas.png","delayed",2,4,16,"response",144,40,234,90,"VCS_40.png","VCS_234.png",NA,-6,-6,-16,6,"n","VCS_40.png",38,1.60526315789474,0.639344262295082,0.622950819672131,0.0349726775956284,0.236842105263158,"x",0.0789473684210526,"cross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"stimulus-image-roundslider-response-dynamic",93,385678,"0.0-93.0","p103011","A1F1TBDHPYAAXT","R_VL4XPVqeHRlxtvj","3S4AW7T80BJ0M26MAIZNBJSKCR94LO","30Y6N4AHYPXL2CMYIBSABF0Y3M1RDO",2020-07-14 18:23:01,1,0,NA,6639.88000000245,243,87,"images/blank_canvas.png","delayed",2,5,17,"response",156,250,246,90,"VCS_250.png","VCS_246.png",NA,-7,-7,159,7,"n","VCS_250.png",38,1.71052631578947,0.461538461538462,0.430769230769231,0.124038461538462,0.578947368421053,"star",0.184210526315789,"star",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"stimulus-image-roundslider-response-dynamic",98,396054,"0.0-98.0","p103011","A1F1TBDHPYAAXT","R_VL4XPVqeHRlxtvj","3S4AW7T80BJ0M26MAIZNBJSKCR94LO","30Y6N4AHYPXL2CMYIBSABF0Y3M1RDO",2020-07-14 18:23:01,1,0,NA,4693.99999999948,158,104,"images/blank_canvas.png","delayed",2,6,18,"response",54,160,144,90,"VCS_160.png","VCS_144.png",NA,-2,-2,40,2,"n","VCS_160.png",38,1.39473684210526,0.547169811320755,0.547169811320755,0.0515239477503628,0.263157894736842,"vase",0.184210526315789,"vase",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"stimulus-image-roundslider-response-dynamic",103,410358,"0.0-103.0","p103011","A1F1TBDHPYAAXT","R_VL4XPVqeHRlxtvj","3S4AW7T80BJ0M26MAIZNBJSKCR94LO","30Y6N4AHYPXL2CMYIBSABF0Y3M1RDO",2020-07-14 18:23:01,1,0,NA,9023.42000000138,309,213,"images/blank_canvas.png","delayed",2,7,19,"response",96,310,186,90,"VCS_310.png","VCS_186.png",NA,-1,-1,-27,1,"n","VCS_310.png",38,1.65789473684211,0.555555555555556,0.53968253968254,0.123911930363543,0.578947368421053,"star",0.236842105263158,"star",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"stimulus-image-roundslider-response-dynamic",108,420414,"0.0-108.0","p103011","A1F1TBDHPYAAXT","R_VL4XPVqeHRlxtvj","3S4AW7T80BJ0M26MAIZNBJSKCR94LO","30Y6N4AHYPXL2CMYIBSABF0Y3M1RDO",2020-07-14 18:23:01,1,0,NA,4360.59999999998,269,161,"images/blank_canvas.png","delayed",2,8,20,"response",108,280,198,90,"VCS_280.png","VCS_198.png",NA,-11,-11,37,11,"n","VCS_280.png",38,1.55263157894737,0.423728813559322,0.406779661016949,0.147282291057861,0.578947368421053,"star",0.236842105263158,"star",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"stimulus-image-roundslider-response-dynamic",113,430905,"0.0-113.0","p103011","A1F1TBDHPYAAXT","R_VL4XPVqeHRlxtvj","3S4AW7T80BJ0M26MAIZNBJSKCR94LO","30Y6N4AHYPXL2CMYIBSABF0Y3M1RDO",2020-07-14 18:23:01,1,0,NA,5582.4649999995,218,320,"images/blank_canvas.png","delayed",2,9,21,"response",258,220,348,90,"VCS_220.png","VCS_348.png",NA,-2,-2,28,2,"n","VCS_220.png",38,1.18421052631579,0.377777777777778,0.377777777777778,0.262626262626263,0.605263157894737,"pentagon",0.526315789473684,"pentagon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"stimulus-image-roundslider-response-dynamic",118,443911,"0.0-118.0","p103011","A1F1TBDHPYAAXT","R_VL4XPVqeHRlxtvj","3S4AW7T80BJ0M26MAIZNBJSKCR94LO","30Y6N4AHYPXL2CMYIBSABF0Y3M1RDO",2020-07-14 18:23:01,1,0,NA,7722.80500000127,327,177,"images/blank_canvas.png","delayed",2,10,22,"response",150,340,240,90,"VCS_340.png","VCS_240.png",NA,-13,-13,63,13,"n","VCS_340.png",38,1.63157894736842,0.483870967741935,0.451612903225806,0.193019566367002,0.710526315789474,"star",0.342105263157895,"star","VCS_240.png",40,1.525,0.344262295081967,0.344262295081967,0.143715846994536,0.525,"star",0.2,"star"
NA,"stimulus-image-roundslider-response-dynamic",123,454669,"0.0-123.0","p103011","A1F1TBDHPYAAXT","R_VL4XPVqeHRlxtvj","3S4AW7T80BJ0M26MAIZNBJSKCR94LO","30Y6N4AHYPXL2CMYIBSABF0Y3M1RDO",2020-07-14 18:23:01,1,0,NA,5628.01500000211,187,181,"images/blank_canvas.png","delayed",2,11,23,"response",6,190,96,90,"VCS_190.png","VCS_96.png",NA,-3,-3,-85,3,"n","VCS_190.png",38,1.44736842105263,0.690909090909091,0.690909090909091,0.0168350168350168,0.105263157894737,"shield,badge",0.105263157894737,"shield",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"stimulus-image-roundslider-response-dynamic",128,465871,"0.0-128.0","p103011","A1F1TBDHPYAAXT","R_VL4XPVqeHRlxtvj","3S4AW7T80BJ0M26MAIZNBJSKCR94LO","30Y6N4AHYPXL2CMYIBSABF0Y3M1RDO",2020-07-14 18:23:01,1,0,NA,5495.34499999933,145,253,"images/blank_canvas.png","delayed",2,12,24,"response",252,130,342,90,"VCS_130.png","VCS_342.png",NA,15,15,89,15,"n","VCS_130.png",37,1.51351351351351,0.714285714285714,0.714285714285714,0.0168831168831169,0.135135135135135,"face",0.0540540540540541,"vest,shirt,bunny,dog.face,vase",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"stimulus-image-roundslider-response-dynamic",134,493189,"0.0-134.0","p103011","A1F1TBDHPYAAXT","R_VL4XPVqeHRlxtvj","3S4AW7T80BJ0M26MAIZNBJSKCR94LO","30Y6N4AHYPXL2CMYIBSABF0Y3M1RDO",2020-07-14 18:23:01,1,0,NA,4390.625,335,149,"images/blank_canvas.png","delayed",3,1,25,"response",186,340,276,90,"VCS_340.png","VCS_276.png",NA,-5,-5,127,5,"n","VCS_340.png",38,1.63157894736842,0.483870967741935,0.451612903225806,0.193019566367002,0.710526315789474,"star",0.342105263157895,"star",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"stimulus-image-roundslider-response-dynamic",139,503822,"0.0-139.0","p103011","A1F1TBDHPYAAXT","R_VL4XPVqeHRlxtvj","3S4AW7T80BJ0M26MAIZNBJSKCR94LO","30Y6N4AHYPXL2CMYIBSABF0Y3M1RDO",2020-07-14 18:23:01,1,0,NA,5044.44499999954,283,157,"images/blank_canvas.png","delayed",3,2,26,"response",126,280,216,90,"VCS_280.png","VCS_216.png",NA,3,3,59,3,"n","VCS_280.png",38,1.55263157894737,0.423728813559322,0.406779661016949,0.147282291057861,0.578947368421053,"star",0.236842105263158,"star",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"stimulus-image-roundslider-response-dynamic",144,514270,"0.0-144.0","p103011","A1F1TBDHPYAAXT","R_VL4XPVqeHRlxtvj","3S4AW7T80BJ0M26MAIZNBJSKCR94LO","30Y6N4AHYPXL2CMYIBSABF0Y3M1RDO",2020-07-14 18:23:01,1,0,NA,5379.60499999824,95,113,"images/blank_canvas.png","delayed",3,3,27,"response",342,100,72,90,"VCS_100.png","VCS_72.png",NA,-5,-5,-41,5,"n","VCS_100.png",38,1.47368421052632,0.785714285714286,0.75,0.0136363636363636,0.105263157894737,"bunny,rabbit",0.0789473684210526,"rabbit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"stimulus-image-roundslider-response-dynamic",149,525670,"0.0-149.0","p103011","A1F1TBDHPYAAXT","R_VL4XPVqeHRlxtvj","3S4AW7T80BJ0M26MAIZNBJSKCR94LO","30Y6N4AHYPXL2CMYIBSABF0Y3M1RDO",2020-07-14 18:23:01,1,0,NA,6385.58999999799,246,30,"images/blank_canvas.png","delayed",3,4,28,"response",216,250,306,90,"VCS_250.png","VCS_306.png",NA,-4,-4,276,4,"n","VCS_250.png",38,1.71052631578947,0.461538461538462,0.430769230769231,0.124038461538462,0.578947368421053,"star",0.184210526315789,"star",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"stimulus-image-roundslider-response-dynamic",154,535790,"0.0-154.0","p103011","A1F1TBDHPYAAXT","R_VL4XPVqeHRlxtvj","3S4AW7T80BJ0M26MAIZNBJSKCR94LO","30Y6N4AHYPXL2CMYIBSABF0Y3M1RDO",2020-07-14 18:23:01,1,0,NA,5096.82000000251,307,277,"images/blank_canvas.png","delayed",3,5,29,"response",30,310,120,90,"VCS_310.png","VCS_120.png",NA,-3,-3,-157,3,"n","VCS_310.png",38,1.65789473684211,0.555555555555556,0.53968253968254,0.123911930363543,0.578947368421053,"star",0.236842105263158,"star","VCS_120.png",40,1.35,0.62962962962963,0.62962962962963,0.039832285115304,0.225,"rabbit",0.2,"rabbit"
NA,"stimulus-image-roundslider-response-dynamic",159,548117,"0.0-159.0","p103011","A1F1TBDHPYAAXT","R_VL4XPVqeHRlxtvj","3S4AW7T80BJ0M26MAIZNBJSKCR94LO","30Y6N4AHYPXL2CMYIBSABF0Y3M1RDO",2020-07-14 18:23:01,1,0,NA,7364.16499999899,65,323,"images/blank_canvas.png","delayed",3,6,30,"response",102,70,192,90,"VCS_70.png","VCS_192.png",NA,-5,-5,-131,5,"n","VCS_70.png",38,1.36842105263158,0.730769230769231,0.730769230769231,0.0211161387631976,0.157894736842105,"x",0.105263157894737,"blob",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"stimulus-image-roundslider-response-dynamic",164,561789,"0.0-164.0","p103011","A1F1TBDHPYAAXT","R_VL4XPVqeHRlxtvj","3S4AW7T80BJ0M26MAIZNBJSKCR94LO","30Y6N4AHYPXL2CMYIBSABF0Y3M1RDO",2020-07-14 18:23:01,1,0,NA,8886.22000000032,98,326,"images/blank_canvas.png","delayed",3,7,31,"response",132,160,222,90,"VCS_160.png","VCS_222.png",NA,-62,-62,-104,62,"n","VCS_160.png",38,1.39473684210526,0.547169811320755,0.547169811320755,0.0515239477503628,0.263157894736842,"vase",0.184210526315789,"vase",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"stimulus-image-roundslider-response-dynamic",169,576996,"0.0-169.0","p103011","A1F1TBDHPYAAXT","R_VL4XPVqeHRlxtvj","3S4AW7T80BJ0M26MAIZNBJSKCR94LO","30Y6N4AHYPXL2CMYIBSABF0Y3M1RDO",2020-07-14 18:23:01,1,0,NA,10394.5550000026,228,318,"images/blank_canvas.png","delayed",3,8,32,"response",270,220,360,90,"VCS_220.png","VCS_360.png",NA,8,8,42,8,"n","VCS_220.png",38,1.18421052631579,0.377777777777778,0.377777777777778,0.262626262626263,0.605263157894737,"pentagon",0.526315789473684,"pentagon","VCS_360.png",40,1.6,0.453125,0.453125,0.109623015873016,0.5,"star",0.275,"star"
NA,"stimulus-image-roundslider-response-dynamic",174,588124,"0.0-174.0","p103011","A1F1TBDHPYAAXT","R_VL4XPVqeHRlxtvj","3S4AW7T80BJ0M26MAIZNBJSKCR94LO","30Y6N4AHYPXL2CMYIBSABF0Y3M1RDO",2020-07-14 18:23:01,1,0,NA,6242.11500000092,20,98,"images/blank_canvas.png","delayed",3,9,33,"response",282,10,12,90,"VCS_10.png","VCS_12.png",NA,10,10,-86,10,"n","VCS_10.png",38,1.52631578947368,0.448275862068966,0.431034482758621,0.160919540229885,0.605263157894737,"star",0.315789473684211,"star",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
